"","name","unique_id","birth_province","birth_prefecture","birth_county","birth_year","birth_month","rural","ethnicity","participated_long_march","CCP_member_before_1949","second_field","parent_military","parent_military_rank","parent_long_march","parent_CCP_pre_1949","parent_CCP_leader","parent_CCP_leader_highest_position","highest_education","education","college1_name","college1_year","college1_foreign","college1_major","college2_name","college2_year","college2_foreign","college2_major","graduate_degree_1","graduate_university_name_1","graduate_graduated_year_1","graduate_university_foreign_1","graduate_major_1","cc1","cc2","cc3","cc4","cc5","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc18","cc19","cmc","cmc_spells","cmc_first","cmc_last","yuanshuai_year","shangjiang_year","zhongjiang_year","combat","general","general_rank","cc_full_member","cc_full_alt_member","politburo_member","general_xi","general_hu","general_jiang","general_deng","cc_xi","cc_hu","cc_jiang","cc_deng","cmc_xi","cmc_hu","cmc_jiang","cmc_deng","deng.network","jiang.network","hu.network","xi.network","xi.network.alt","jiang.network.alt","hu.network.alt","cmc_chair_connection","cmc_chair_connection_alt","cmc_chair_connection_current","cmc_chair_connection_current_alt","combat_post_1949","college","postgrad","commissar","minority","cohort_decade","post_deng","general_year","first_year","last_year","year","xi.office","hu.office","jiang.office","deng.office","xi.varying","hu.varying","jiang.varying","deng.varying","xi.varying.alt","hu.varying.alt","jiang.varying.alt","cmc_connection_varying","cmc_connection_varying_alt","general_varying","age","foreign","foreign2","foreign2000","foreign2001","foreign2002","foreign2003","domestic","domestic2","domestic1990","domestic1991","domestic1992","domestic1993","domestic2012","domestic2013","domestic2014","domestic2015","education_level"
"196-1997","吴光宇","196","江苏","宿迁市","泗洪县",1940,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,3118,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1994,"",0,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,"4",1,NA,1993,2003,"1997",0,0,1,0,0,0,1,0,0,0,1,1,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"196-1998","吴光宇","196","江苏","宿迁市","泗洪县",1940,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,3118,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1994,"",0,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,"4",1,NA,1993,2003,"1998",0,0,1,0,0,0,1,0,0,0,1,1,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"196-1999","吴光宇","196","江苏","宿迁市","泗洪县",1940,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,3118,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1994,"",0,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,"4",1,NA,1993,2003,"1999",0,0,1,0,0,0,1,0,0,0,1,1,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"196-2000","吴光宇","196","江苏","宿迁市","泗洪县",1940,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,3118,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1994,"",0,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,"4",1,NA,1993,2003,"2000",0,0,1,0,0,0,1,0,0,0,1,1,1,0,60,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
"196-2001","吴光宇","196","江苏","宿迁市","泗洪县",1940,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,3118,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1994,"",0,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,"4",1,NA,1993,2003,"2001",0,0,1,0,0,0,1,0,0,0,1,1,1,0,61,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
"196-2002","吴光宇","196","江苏","宿迁市","泗洪县",1940,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,3118,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1994,"",0,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,"4",1,NA,1993,2003,"2002",0,0,1,0,0,0,1,0,0,0,1,1,1,0,62,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"196-2003","吴光宇","196","江苏","宿迁市","泗洪县",1940,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,3118,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1994,"",0,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,"4",1,NA,1993,2003,"2003",0,0,1,0,0,0,1,0,0,0,1,1,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"197-1979","吴克华","197","江西","上饶市","弋阳县",1913,12,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大学",2,"南京军事学院","1957","","战役系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3066,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1977,1982,NA,NA,1955,"Japan, Communist",1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1",0,1979,1979,1982,"1979",0,0,0,1,0,0,0,0,0,0,0,0,0,1,66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"197-1980","吴克华","197","江西","上饶市","弋阳县",1913,12,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大学",2,"南京军事学院","1957","","战役系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3066,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1977,1982,NA,NA,1955,"Japan, Communist",1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1",0,1979,1979,1982,"1980",0,0,0,1,0,0,0,0,0,0,0,0,0,1,67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"197-1981","吴克华","197","江西","上饶市","弋阳县",1913,12,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大学",2,"南京军事学院","1957","","战役系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3066,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1977,1982,NA,NA,1955,"Japan, Communist",1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1",0,1979,1979,1982,"1981",0,0,0,1,0,0,0,0,0,0,0,0,0,1,68,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"197-1982","吴克华","197","江西","上饶市","弋阳县",1913,12,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大学",2,"南京军事学院","1957","","战役系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3066,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1977,1982,NA,NA,1955,"Japan, Communist",1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1",0,1979,1979,1982,"1982",0,0,0,1,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"198-2010","吴刚","198","山东","","",1953,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1,NA,2010,2016,"2010",0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"198-2011","吴刚","198","山东","","",1953,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1,NA,2010,2016,"2011",0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"198-2012","吴刚","198","山东","","",1953,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1,NA,2010,2016,"2012",1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
"198-2013","吴刚","198","山东","","",1953,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1,NA,2010,2016,"2013",1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1
"198-2014","吴刚","198","山东","","",1953,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1,NA,2010,2016,"2014",1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1
"198-2015","吴刚","198","山东","","",1953,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1,NA,2010,2016,"2015",1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
"198-2016","吴刚","198","山东","","",1953,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1,NA,2010,2016,"2016",1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"200-1996","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"1996",0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-1997","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"1997",0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-1998","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"1998",0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-1999","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-2000","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2000",0,0,1,0,0,0,0,0,0,0,0,0,0,1,55,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
"200-2001","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2001",0,0,1,0,0,0,0,0,0,0,0,0,0,1,56,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
"200-2002","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,1,57,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"200-2003","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-2004","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2004",0,1,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-2005","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2005",0,1,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-2006","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2006",0,1,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-2007","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2007",0,1,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-2008","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2008",0,1,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"200-2009","吴双战","200","河北","濮阳市","清丰县",1945,2,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大专",2,"晋中师范专科学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,2073,NA,NA,0,NA,NA,NA,NA,2004,1997,"",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1999,1996,2009,"2009",0,1,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"201-2010","吴国华","201","江苏","扬州市","江都区",1957,2,1,"",0,NA,NA,NA,"",NA,NA,0,"","博士",3,"解放军外普通话学院","1979","","","","","","","硕士","北京外国语学院","1988",NA,"俄语系",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"5",1,NA,2010,2015,"2010",0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"201-2011","吴国华","201","江苏","扬州市","江都区",1957,2,1,"",0,NA,NA,NA,"",NA,NA,0,"","博士",3,"解放军外普通话学院","1979","","","","","","","硕士","北京外国语学院","1988",NA,"俄语系",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"5",1,NA,2010,2015,"2011",0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"201-2012","吴国华","201","江苏","扬州市","江都区",1957,2,1,"",0,NA,NA,NA,"",NA,NA,0,"","博士",3,"解放军外普通话学院","1979","","","","","","","硕士","北京外国语学院","1988",NA,"俄语系",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"5",1,NA,2010,2015,"2012",1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3
"201-2013","吴国华","201","江苏","扬州市","江都区",1957,2,1,"",0,NA,NA,NA,"",NA,NA,0,"","博士",3,"解放军外普通话学院","1979","","","","","","","硕士","北京外国语学院","1988",NA,"俄语系",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"5",1,NA,2010,2015,"2013",1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,3
"201-2014","吴国华","201","江苏","扬州市","江都区",1957,2,1,"",0,NA,NA,NA,"",NA,NA,0,"","博士",3,"解放军外普通话学院","1979","","","","","","","硕士","北京外国语学院","1988",NA,"俄语系",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"5",1,NA,2010,2015,"2014",1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,3
"201-2015","吴国华","201","江苏","扬州市","江都区",1957,2,1,"",0,NA,NA,NA,"",NA,NA,0,"","博士",3,"解放军外普通话学院","1979","","","","","","","硕士","北京外国语学院","1988",NA,"俄语系",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2012,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"5",1,NA,2010,2015,"2015",1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,3
"210-1993","吴润忠","210","吉林","四平市","伊通满族自治县",1937,9,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"解放军军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1995,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1993,2000,"1993",0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2
"210-1994","吴润忠","210","吉林","四平市","伊通满族自治县",1937,9,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"解放军军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1995,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1993,2000,"1994",0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
